GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ADKWE001,NAME_M,ADKWM001
G0500530,2011-2015,AR,,,Arkansas,5,Grant County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05053,,,"Grant County, Arkansas",18054,"Grant County, Arkansas",0
G0500550,2011-2015,AR,,,Arkansas,5,Greene County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05055,,,"Greene County, Arkansas",43382,"Greene County, Arkansas",0
G0500570,2011-2015,AR,,,Arkansas,5,Hempstead County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05057,,,"Hempstead County, Arkansas",22336,"Hempstead County, Arkansas",0
G0500590,2011-2015,AR,,,Arkansas,5,Hot Spring County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05059,,,"Hot Spring County, Arkansas",33316,"Hot Spring County, Arkansas",0
G0500610,2011-2015,AR,,,Arkansas,5,Howard County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05061,,,"Howard County, Arkansas",13555,"Howard County, Arkansas",0
G0500630,2011-2015,AR,,,Arkansas,5,Independence County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05063,,,"Independence County, Arkansas",36952,"Independence County, Arkansas",0
G0500650,2011-2015,AR,,,Arkansas,5,Izard County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05065,,,"Izard County, Arkansas",13480,"Izard County, Arkansas",0
G0500670,2011-2015,AR,,,Arkansas,5,Jackson County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05067,,,"Jackson County, Arkansas",17597,"Jackson County, Arkansas",0
G0500690,2011-2015,AR,,,Arkansas,5,Jefferson County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05069,,,"Jefferson County, Arkansas",73548,"Jefferson County, Arkansas",0
G0500710,2011-2015,AR,,,Arkansas,5,Johnson County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05071,,,"Johnson County, Arkansas",25930,"Johnson County, Arkansas",0
G0500730,2011-2015,AR,,,Arkansas,5,Lafayette County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05073,,,"Lafayette County, Arkansas",7270,"Lafayette County, Arkansas",0
G0500750,2011-2015,AR,,,Arkansas,5,Lawrence County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05075,,,"Lawrence County, Arkansas",17029,"Lawrence County, Arkansas",0
G0500770,2011-2015,AR,,,Arkansas,5,Lee County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05077,,,"Lee County, Arkansas",9966,"Lee County, Arkansas",0
G0500790,2011-2015,AR,,,Arkansas,5,Lincoln County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05079,,,"Lincoln County, Arkansas",14062,"Lincoln County, Arkansas",0
G0500810,2011-2015,AR,,,Arkansas,5,Little River County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05081,,,"Little River County, Arkansas",12720,"Little River County, Arkansas",0
G0500830,2011-2015,AR,,,Arkansas,5,Logan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05083,,,"Logan County, Arkansas",22001,"Logan County, Arkansas",0
G0500850,2011-2015,AR,,,Arkansas,5,Lonoke County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05085,,,"Lonoke County, Arkansas",70691,"Lonoke County, Arkansas",0
G0500870,2011-2015,AR,,,Arkansas,5,Madison County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05087,,,"Madison County, Arkansas",15702,"Madison County, Arkansas",0
G0500890,2011-2015,AR,,,Arkansas,5,Marion County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05089,,,"Marion County, Arkansas",16458,"Marion County, Arkansas",0
G0500910,2011-2015,AR,,,Arkansas,5,Miller County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05091,,,"Miller County, Arkansas",43652,"Miller County, Arkansas",0
G0500930,2011-2015,AR,,,Arkansas,5,Mississippi County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05093,,,"Mississippi County, Arkansas",44864,"Mississippi County, Arkansas",0
G0500950,2011-2015,AR,,,Arkansas,5,Monroe County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05095,,,"Monroe County, Arkansas",7713,"Monroe County, Arkansas",0
G0500970,2011-2015,AR,,,Arkansas,5,Montgomery County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05097,,,"Montgomery County, Arkansas",9197,"Montgomery County, Arkansas",0
G0500990,2011-2015,AR,,,Arkansas,5,Nevada County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05099,,,"Nevada County, Arkansas",8793,"Nevada County, Arkansas",0
G0501010,2011-2015,AR,,,Arkansas,5,Newton County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05101,,,"Newton County, Arkansas",8052,"Newton County, Arkansas",0
G0501030,2011-2015,AR,,,Arkansas,5,Ouachita County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05103,,,"Ouachita County, Arkansas",25044,"Ouachita County, Arkansas",0
G0501050,2011-2015,AR,,,Arkansas,5,Perry County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05105,,,"Perry County, Arkansas",10300,"Perry County, Arkansas",0
G0501070,2011-2015,AR,,,Arkansas,5,Phillips County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05107,,,"Phillips County, Arkansas",20391,"Phillips County, Arkansas",0
G0501090,2011-2015,AR,,,Arkansas,5,Pike County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05109,,,"Pike County, Arkansas",11087,"Pike County, Arkansas",0
G0501110,2011-2015,AR,,,Arkansas,5,Poinsett County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05111,,,"Poinsett County, Arkansas",24210,"Poinsett County, Arkansas",0
G0501130,2011-2015,AR,,,Arkansas,5,Polk County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05113,,,"Polk County, Arkansas",20364,"Polk County, Arkansas",0
G0501150,2011-2015,AR,,,Arkansas,5,Pope County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05115,,,"Pope County, Arkansas",62830,"Pope County, Arkansas",0
G0501170,2011-2015,AR,,,Arkansas,5,Prairie County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05117,,,"Prairie County, Arkansas",8402,"Prairie County, Arkansas",0
G0501190,2011-2015,AR,,,Arkansas,5,Pulaski County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05119,,,"Pulaski County, Arkansas",390463,"Pulaski County, Arkansas",0
G0501210,2011-2015,AR,,,Arkansas,5,Randolph County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05121,,,"Randolph County, Arkansas",17695,"Randolph County, Arkansas",0
G0501230,2011-2015,AR,,,Arkansas,5,St. Francis County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05123,,,"St. Francis County, Arkansas",27345,"St. Francis County, Arkansas",0
G0501250,2011-2015,AR,,,Arkansas,5,Saline County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05125,,,"Saline County, Arkansas",113833,"Saline County, Arkansas",0
G0501270,2011-2015,AR,,,Arkansas,5,Scott County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05127,,,"Scott County, Arkansas",10870,"Scott County, Arkansas",0
G0501290,2011-2015,AR,,,Arkansas,5,Searcy County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05129,,,"Searcy County, Arkansas",7965,"Searcy County, Arkansas",0
G0501310,2011-2015,AR,,,Arkansas,5,Sebastian County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05131,,,"Sebastian County, Arkansas",127273,"Sebastian County, Arkansas",0
G0501330,2011-2015,AR,,,Arkansas,5,Sevier County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05133,,,"Sevier County, Arkansas",17268,"Sevier County, Arkansas",0
G0501350,2011-2015,AR,,,Arkansas,5,Sharp County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05135,,,"Sharp County, Arkansas",17055,"Sharp County, Arkansas",0
G0501370,2011-2015,AR,,,Arkansas,5,Stone County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05137,,,"Stone County, Arkansas",12512,"Stone County, Arkansas",0
G0501390,2011-2015,AR,,,Arkansas,5,Union County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05139,,,"Union County, Arkansas",40633,"Union County, Arkansas",0
G0501410,2011-2015,AR,,,Arkansas,5,Van Buren County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05141,,,"Van Buren County, Arkansas",17002,"Van Buren County, Arkansas",0
G0501430,2011-2015,AR,,,Arkansas,5,Washington County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05143,,,"Washington County, Arkansas",216432,"Washington County, Arkansas",0
G0501450,2011-2015,AR,,,Arkansas,5,White County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05145,,,"White County, Arkansas",78660,"White County, Arkansas",0
G0501470,2011-2015,AR,,,Arkansas,5,Woodruff County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05147,,,"Woodruff County, Arkansas",6983,"Woodruff County, Arkansas",0
G0501490,2011-2015,AR,,,Arkansas,5,Yell County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US05149,,,"Yell County, Arkansas",21835,"Yell County, Arkansas",0
G0600010,2011-2015,CA,,,California,6,Alameda County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06001,,,"Alameda County, California",1584983,"Alameda County, California",0
G0600030,2011-2015,CA,,,California,6,Alpine County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06003,,,"Alpine County, California",1131,"Alpine County, California",167
G0600050,2011-2015,CA,,,California,6,Amador County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06005,,,"Amador County, California",36995,"Amador County, California",0
G0600070,2011-2015,CA,,,California,6,Butte County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06007,,,"Butte County, California",222564,"Butte County, California",0
G0600090,2011-2015,CA,,,California,6,Calaveras County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06009,,,"Calaveras County, California",44767,"Calaveras County, California",0
G0600110,2011-2015,CA,,,California,6,Colusa County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06011,,,"Colusa County, California",21396,"Colusa County, California",0
G0600130,2011-2015,CA,,,California,6,Contra Costa County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06013,,,"Contra Costa County, California",1096068,"Contra Costa County, California",0
G0600150,2011-2015,CA,,,California,6,Del Norte County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06015,,,"Del Norte County, California",27788,"Del Norte County, California",0
G0600170,2011-2015,CA,,,California,6,El Dorado County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06017,,,"El Dorado County, California",182093,"El Dorado County, California",0
G0600190,2011-2015,CA,,,California,6,Fresno County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06019,,,"Fresno County, California",956749,"Fresno County, California",0
G0600210,2011-2015,CA,,,California,6,Glenn County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06021,,,"Glenn County, California",28029,"Glenn County, California",0
G0600230,2011-2015,CA,,,California,6,Humboldt County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06023,,,"Humboldt County, California",135034,"Humboldt County, California",0
G0600250,2011-2015,CA,,,California,6,Imperial County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06025,,,"Imperial County, California",178206,"Imperial County, California",0
G0600270,2011-2015,CA,,,California,6,Inyo County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06027,,,"Inyo County, California",18373,"Inyo County, California",0
G0600290,2011-2015,CA,,,California,6,Kern County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06029,,,"Kern County, California",865736,"Kern County, California",0
G0600310,2011-2015,CA,,,California,6,Kings County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06031,,,"Kings County, California",150998,"Kings County, California",0
G0600330,2011-2015,CA,,,California,6,Lake County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06033,,,"Lake County, California",64158,"Lake County, California",0
G0600350,2011-2015,CA,,,California,6,Lassen County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06035,,,"Lassen County, California",32645,"Lassen County, California",0
G0600370,2011-2015,CA,,,California,6,Los Angeles County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06037,,,"Los Angeles County, California",10038388,"Los Angeles County, California",0
G0600390,2011-2015,CA,,,California,6,Madera County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06039,,,"Madera County, California",153187,"Madera County, California",0
G0600410,2011-2015,CA,,,California,6,Marin County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06041,,,"Marin County, California",258349,"Marin County, California",0
G0600430,2011-2015,CA,,,California,6,Mariposa County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06043,,,"Mariposa County, California",17789,"Mariposa County, California",0
G0600450,2011-2015,CA,,,California,6,Mendocino County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06045,,,"Mendocino County, California",87544,"Mendocino County, California",0
G0600470,2011-2015,CA,,,California,6,Merced County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06047,,,"Merced County, California",263885,"Merced County, California",0
G0600490,2011-2015,CA,,,California,6,Modoc County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06049,,,"Modoc County, California",9184,"Modoc County, California",0
G0600510,2011-2015,CA,,,California,6,Mono County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06051,,,"Mono County, California",14146,"Mono County, California",0
G0600530,2011-2015,CA,,,California,6,Monterey County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06053,,,"Monterey County, California",428441,"Monterey County, California",0
G0600550,2011-2015,CA,,,California,6,Napa County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06055,,,"Napa County, California",140295,"Napa County, California",0
G0600570,2011-2015,CA,,,California,6,Nevada County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06057,,,"Nevada County, California",98570,"Nevada County, California",0
G0600590,2011-2015,CA,,,California,6,Orange County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06059,,,"Orange County, California",3116069,"Orange County, California",0
G0600610,2011-2015,CA,,,California,6,Placer County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06061,,,"Placer County, California",366280,"Placer County, California",0
G0600630,2011-2015,CA,,,California,6,Plumas County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06063,,,"Plumas County, California",18966,"Plumas County, California",0
G0600650,2011-2015,CA,,,California,6,Riverside County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06065,,,"Riverside County, California",2298032,"Riverside County, California",0
G0600670,2011-2015,CA,,,California,6,Sacramento County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06067,,,"Sacramento County, California",1465832,"Sacramento County, California",0
G0600690,2011-2015,CA,,,California,6,San Benito County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06069,,,"San Benito County, California",57557,"San Benito County, California",0
G0600710,2011-2015,CA,,,California,6,San Bernardino County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06071,,,"San Bernardino County, California",2094769,"San Bernardino County, California",0
G0600730,2011-2015,CA,,,California,6,San Diego County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06073,,,"San Diego County, California",3223096,"San Diego County, California",0
G0600750,2011-2015,CA,,,California,6,San Francisco County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06075,,,"San Francisco County, California",840763,"San Francisco County, California",0
G0600770,2011-2015,CA,,,California,6,San Joaquin County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06077,,,"San Joaquin County, California",708554,"San Joaquin County, California",0
G0600790,2011-2015,CA,,,California,6,San Luis Obispo County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06079,,,"San Luis Obispo County, California",276517,"San Luis Obispo County, California",0
G0600810,2011-2015,CA,,,California,6,San Mateo County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06081,,,"San Mateo County, California",748731,"San Mateo County, California",0
G0600830,2011-2015,CA,,,California,6,Santa Barbara County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06083,,,"Santa Barbara County, California",435850,"Santa Barbara County, California",0
G0600850,2011-2015,CA,,,California,6,Santa Clara County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06085,,,"Santa Clara County, California",1868149,"Santa Clara County, California",0
G0600870,2011-2015,CA,,,California,6,Santa Cruz County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06087,,,"Santa Cruz County, California",269278,"Santa Cruz County, California",0
G0600890,2011-2015,CA,,,California,6,Shasta County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06089,,,"Shasta County, California",178942,"Shasta County, California",0
G0600910,2011-2015,CA,,,California,6,Sierra County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06091,,,"Sierra County, California",3021,"Sierra County, California",167
G0600930,2011-2015,CA,,,California,6,Siskiyou County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06093,,,"Siskiyou County, California",43895,"Siskiyou County, California",0
G0600950,2011-2015,CA,,,California,6,Solano County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06095,,,"Solano County, California",425753,"Solano County, California",0
G0600970,2011-2015,CA,,,California,6,Sonoma County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06097,,,"Sonoma County, California",495078,"Sonoma County, California",0
G0600990,2011-2015,CA,,,California,6,Stanislaus County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06099,,,"Stanislaus County, California",527367,"Stanislaus County, California",0
G0601010,2011-2015,CA,,,California,6,Sutter County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06101,,,"Sutter County, California",95247,"Sutter County, California",0
G0601030,2011-2015,CA,,,California,6,Tehama County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06103,,,"Tehama County, California",63152,"Tehama County, California",0
G0601050,2011-2015,CA,,,California,6,Trinity County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06105,,,"Trinity County, California",13373,"Trinity County, California",0
G0601070,2011-2015,CA,,,California,6,Tulare County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06107,,,"Tulare County, California",454033,"Tulare County, California",0
G0601090,2011-2015,CA,,,California,6,Tuolumne County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06109,,,"Tuolumne County, California",54079,"Tuolumne County, California",0
G0601110,2011-2015,CA,,,California,6,Ventura County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06111,,,"Ventura County, California",840833,"Ventura County, California",0
G0601130,2011-2015,CA,,,California,6,Yolo County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06113,,,"Yolo County, California",207320,"Yolo County, California",0
G0601150,2011-2015,CA,,,California,6,Yuba County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US06115,,,"Yuba County, California",73437,"Yuba County, California",0
G0800010,2011-2015,CO,,,Colorado,8,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08001,,,"Adams County, Colorado",471206,"Adams County, Colorado",0
G0800030,2011-2015,CO,,,Colorado,8,Alamosa County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08003,,,"Alamosa County, Colorado",16269,"Alamosa County, Colorado",0
G0800050,2011-2015,CO,,,Colorado,8,Arapahoe County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08005,,,"Arapahoe County, Colorado",608310,"Arapahoe County, Colorado",0
G0800070,2011-2015,CO,,,Colorado,8,Archuleta County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08007,,,"Archuleta County, Colorado",12174,"Archuleta County, Colorado",0
G0800090,2011-2015,CO,,,Colorado,8,Baca County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08009,,,"Baca County, Colorado",3701,"Baca County, Colorado",0
G0800110,2011-2015,CO,,,Colorado,8,Bent County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08011,,,"Bent County, Colorado",5895,"Bent County, Colorado",0
G0800130,2011-2015,CO,,,Colorado,8,Boulder County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08013,,,"Boulder County, Colorado",310032,"Boulder County, Colorado",0
G0800140,2011-2015,CO,,,Colorado,8,Broomfield County,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08014,,,"Broomfield County, Colorado",60699,"Broomfield County, Colorado",0
G0800150,2011-2015,CO,,,Colorado,8,Chaffee County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08015,,,"Chaffee County, Colorado",18309,"Chaffee County, Colorado",0
G0800170,2011-2015,CO,,,Colorado,8,Cheyenne County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08017,,,"Cheyenne County, Colorado",2002,"Cheyenne County, Colorado",144
G0800190,2011-2015,CO,,,Colorado,8,Clear Creek County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08019,,,"Clear Creek County, Colorado",9136,"Clear Creek County, Colorado",0
G0800210,2011-2015,CO,,,Colorado,8,Conejos County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08021,,,"Conejos County, Colorado",8249,"Conejos County, Colorado",0
G0800230,2011-2015,CO,,,Colorado,8,Costilla County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08023,,,"Costilla County, Colorado",3581,"Costilla County, Colorado",0
G0800250,2011-2015,CO,,,Colorado,8,Crowley County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08025,,,"Crowley County, Colorado",5551,"Crowley County, Colorado",0
G0800270,2011-2015,CO,,,Colorado,8,Custer County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08027,,,"Custer County, Colorado",4303,"Custer County, Colorado",0
G0800290,2011-2015,CO,,,Colorado,8,Delta County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08029,,,"Delta County, Colorado",30214,"Delta County, Colorado",0
G0800310,2011-2015,CO,,,Colorado,8,Denver County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08031,,,"Denver County, Colorado",649654,"Denver County, Colorado",0
G0800330,2011-2015,CO,,,Colorado,8,Dolores County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08033,,,"Dolores County, Colorado",1862,"Dolores County, Colorado",144
G0800350,2011-2015,CO,,,Colorado,8,Douglas County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08035,,,"Douglas County, Colorado",306974,"Douglas County, Colorado",0
G0800370,2011-2015,CO,,,Colorado,8,Eagle County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08037,,,"Eagle County, Colorado",52576,"Eagle County, Colorado",0
G0800390,2011-2015,CO,,,Colorado,8,Elbert County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08039,,,"Elbert County, Colorado",23855,"Elbert County, Colorado",0
G0800410,2011-2015,CO,,,Colorado,8,El Paso County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08041,,,"El Paso County, Colorado",655024,"El Paso County, Colorado",0
G0800430,2011-2015,CO,,,Colorado,8,Fremont County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08043,,,"Fremont County, Colorado",46809,"Fremont County, Colorado",0
G0800450,2011-2015,CO,,,Colorado,8,Garfield County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08045,,,"Garfield County, Colorado",57076,"Garfield County, Colorado",0
G0800470,2011-2015,CO,,,Colorado,8,Gilpin County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08047,,,"Gilpin County, Colorado",5605,"Gilpin County, Colorado",0
G0800490,2011-2015,CO,,,Colorado,8,Grand County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08049,,,"Grand County, Colorado",14411,"Grand County, Colorado",0
G0800510,2011-2015,CO,,,Colorado,8,Gunnison County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08051,,,"Gunnison County, Colorado",15651,"Gunnison County, Colorado",0
G0800530,2011-2015,CO,,,Colorado,8,Hinsdale County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08053,,,"Hinsdale County, Colorado",874,"Hinsdale County, Colorado",88
G0800550,2011-2015,CO,,,Colorado,8,Huerfano County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08055,,,"Huerfano County, Colorado",6502,"Huerfano County, Colorado",0
G0800570,2011-2015,CO,,,Colorado,8,Jackson County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08057,,,"Jackson County, Colorado",1335,"Jackson County, Colorado",121
G0800590,2011-2015,CO,,,Colorado,8,Jefferson County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08059,,,"Jefferson County, Colorado",552344,"Jefferson County, Colorado",0
G0800610,2011-2015,CO,,,Colorado,8,Kiowa County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08061,,,"Kiowa County, Colorado",1463,"Kiowa County, Colorado",121
G0800630,2011-2015,CO,,,Colorado,8,Kit Carson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US08063,,,"Kit Carson County, Colorado",7980,"Kit Carson County, Colorado",0
